initial_cutloss_pct,breakeven_trigger_pct,breakeven_lock_pct,atr_multiplier,min_dollar_vol,freeze_days,trade_count,win_rate_pct,sum_return_pct,profit_factor,max_drawdown_pct
0.03,0.08,0.01,2.5,1000000.0,30,412,23.54368932038835,442.88272858541205,1.430448390136078,-302.11489894164123
0.03,0.08,0.01,2.5,5000000.0,0,723,23.78976486860304,754.6347289079027,1.4298365235756718,-268.32834392939185
0.03,0.08,0.01,2.5,5000000.0,10,482,23.443983402489625,491.80866198974695,1.4141070117896803,-284.57393074820806
0.03,0.08,0.01,2.5,5000000.0,20,388,26.288659793814436,732.1660420772004,1.796286944881577,-271.86319278484666
0.03,0.08,0.01,2.5,5000000.0,30,343,23.9067055393586,411.79952571044635,1.4862781569294323,-283.3575395892474
0.03,0.08,0.01,3.0,500000.0,0,863,23.059096176129778,1521.6245246392612,1.7190911242358402,-336.2256460680394
0.03,0.08,0.01,3.0,500000.0,10,579,23.83419689119171,1365.2162055724352,1.9593488099960374,-246.48882090484904
0.03,0.08,0.01,3.0,500000.0,20,463,24.838012958963283,1485.3544832733617,2.326764623121277,-233.1233997701902
0.03,0.08,0.01,3.0,500000.0,30,418,22.248803827751196,728.0224379932537,1.689808381592331,-232.62235620610545
0.03,0.08,0.01,3.0,1000000.0,0,835,23.592814371257482,1443.0317167705177,1.7111278095086615,-307.59978833078367
0.03,0.08,0.01,3.0,1000000.0,10,561,24.242424242424242,1254.037539117833,1.9161392384072191,-232.41851872314896
0.03,0.08,0.01,3.0,1000000.0,20,448,25.44642857142857,1367.8008964949177,2.2751376373462007,-219.85468968438386
0.03,0.08,0.01,3.0,1000000.0,30,404,23.01980198019802,652.6779967339958,1.647153874184809,-216.35364612029912
0.03,0.08,0.01,3.0,5000000.0,0,703,23.61308677098151,954.9262795405248,1.5610129227062377,-302.1490671729225
0.03,0.08,0.01,3.0,5000000.0,10,474,23.20675105485232,641.9567106658483,1.5529172751717946,-264.74188532553967
0.03,0.08,0.01,3.0,5000000.0,20,380,26.31578947368421,909.8922445330776,2.0187745800659913,-234.72289342896727
0.03,0.08,0.01,3.0,5000000.0,30,339,23.893805309734514,372.7080525936692,1.449322732141309,-233.22184986488276
0.03,0.08,0.02,1.5,500000.0,0,983,23.80467955239064,961.3052112967191,1.4061655818530698,-191.60677538362552
0.03,0.08,0.02,1.5,500000.0,10,642,24.143302180685357,681.9010066845395,1.4370677970808663,-132.2496193766919
